eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
201807100055,2018,7,10,0,,United States,Texas,Katy,1.0,0,"07/10/2018: An assailant shot and injured a woman in her vehicle pulling into a car wash along South Mason road in Katy, Texas, United States. Nicholas D'Agostino, who had previously ranted on Facebook ""about female motorists and how incompetent they are and that their sole purpose is to give birth to male children,"" claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,United States,,,,,,,,,,,Male supremacists,,,,"Nicholas D'Agostino, an unaffiliated individual, claimed responsibility for the incident and previously ranted on Facebook ""about female motorists and how incompetent they are and that their sole purpose is to give birth to male children.""",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Unknown Gun Type,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,,,,,,,,,,"""Nicholas D'Agostino charged in alleged multiple shooting incidents, investigators say,"" ABC 13 KTRK-TV (Houston), March 11, 2019.","""He shot at five women on the road â€” because he thinks only men should drive, Texas cops say,"" Star-Telegram, August 24, 2018.",,START Primary Collection,-9,-9,0,-9,
201807110021,2018,7,11,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"07/11/2018: An explosive device detonated in Short Strand, Belfast, Northern Ireland, United Kingdom. There were no reported casualties but a car was damaged. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicle,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Northern Ireland's Protestant and Catholic communities. Sources also noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Short Strand explosion believed to be a pipe bomb,"" BBC, July 11, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.","""Chaos in Belfast after terror group threatened ‘serious disorder’,"" Brief Report.co.uk, July 11, 2018.",START Primary Collection,-9,-9,1,1,
201807110022,2018,7,11,0,,United Kingdom,Northern Ireland,Newtownards,1.0,0,"07/11/2018: Assailants hijacked a bus and set it on fire on Blenheim Drive, Newtownards, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,4,Hijacking,,,,,19,Transportation,99.0,Bus (excluding tourists),Unknown,Bus,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Bus and cars set alight as police warn of UVF orchestrated violence,"" News Letter, July 11, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",,START Primary Collection,-9,-9,1,1,
201807110023,2018,7,11,0,,United Kingdom,Northern Ireland,Dundonald,1.0,0,"07/11/2018: Assailants set fire to a number of cars close to the Ballybeen Estate in Dundonald, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicles,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Bus and cars set alight as police warn of UVF orchestrated violence,"" News Letter, July 11, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",,START Primary Collection,-9,-9,1,1,
201807110024,2018,7,11,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"07/11/2018: Assailants attacked police officers, guarding the Protestant-majority Fountain Estate, with petrol bombs in Bogside, Londonderry, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,Petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Devices thrown at police treated as 'attempted murder',"" BBC, July 12, 2018.","""Police blame paramilitary group amid more Northern Ireland violence,"" Deutsche Presse-Agentur, July 12, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",START Primary Collection,-9,-9,1,1,
201807110025,2018,7,11,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"07/11/2018: Assailants attacked police officers and a fire engine in Collon Lane, Carnhill, Londonderry, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,Northern Ireland,Other,Fire Fighter/Truck,Northern Ireland Fire and Rescue Service (NIFRS),Fire Engine,Northern Ireland,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,Petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Devices thrown at police treated as 'attempted murder',"" BBC, July 12, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",,START Primary Collection,-9,-9,1,1,
201807110026,2018,7,11,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"07/11/2018: An explosive device was found on the nationalist side of the peaceline on Clandeboye Drive, Belfast, Northern Ireland, United Kingdom. The Police Service of Northern Ireland (PSNI) safely disposed of the device. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Viable pipe bomb found in Belfast,"" ITV.com, July 11, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",,START Primary Collection,-9,-9,1,1,
201807110030,2018,7,11,0,,United Kingdom,Northern Ireland,Moygashel,1.0,0,"07/11/2018: Assailants attacked firefighters in Moygashel, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,9,Unknown,,,,,13,Other,64.0,Fire Fighter/Truck,Northern Ireland Fire and Rescue Service (NIFRS),Firefighters,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Attacks during Eleventh Night disorder,"" BBC, July 12, 2018.","""Twelfth of July parades take place after night of sporadic violence,"" Irish Times, July 12, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",START Primary Collection,-9,-9,1,1,
201807110031,2018,7,11,0,,United Kingdom,Northern Ireland,Ballycarry,1.0,0,"07/11/2018: Assailants attacked firefighters in Ballycarry, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,9,Unknown,,,,,13,Other,64.0,Fire Fighter/Truck,Northern Ireland Fire and Rescue Service (NIFRS),Firefighters,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Attacks during Eleventh Night disorder,"" BBC, July 12, 2018.","""Twelfth of July parades take place after night of sporadic violence,"" Irish Times, July 12, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",START Primary Collection,-9,-9,1,1,
201807120022,2018,7,12,0,,United States,New York,New York City,1.0,0,"07/12/2018: An assailant attacked Hassane Elbaz, a Muslim food vendor, in Manhattan, New York, United States. Two people, including Elbaz and his colleague, were injured in the assault. Sources noted that the assailant called the victim a terrorist and further stated ""Arab, go back to your country!""",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Muslim Civilian: Hassane Elbaz,United States,,,,,,,,,,,Anti-Muslim extremists,,,,"An anti-Muslim extremist claimed responsibility for the incident and called the victim a terrorist and further stated ""Arab, go back to your country!""",0.0,,0,1.0,0.0,1,8.0,Personal claim,,,,,Melee,"Hands, Feet, Fists",,,,,"Hands, fists, and a pen were used in the attack.",0.0,0.0,0.0,2.0,0.0,0.0,-9,0.0,,,,,,,,,,"""CAIR-NY Condemns Assault on Muslim Street Vendor, Calls for Hate Crime Probe,"" Targeted News Service, July 17, 2018.",,,START Primary Collection,-9,-9,0,-9,
201807120026,2018,7,12,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"07/12/2018: Assailants threw two explosive devices at police officers manning city walls in Londonderry, Northern Ireland, United Kingdom. There were no reported casualties as the devices failed to detonate and were safely removed by an ammunition technical officer (ATO). No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred the day of an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Other Explosive Type,,,,,Two thrown homemade explosive devices were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Devices thrown at police treated as 'attempted murder',"" BBC, July 12, 2018.","""Attacks during Eleventh Night disorder,"" BBC, July 12, 2018.","""‘IRA’ group claimsresponsibility forattacks on police,"" Irish News, July 19, 2018.",START Primary Collection,-9,-9,1,1,
201807120033,2018,7,12,0,,United Kingdom,Northern Ireland,Crumlin,1.0,0,"07/12/2018: Assailants set fire to an an Orange Hall in Crumlin, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,Loyal Orange Institution,Orange Hall,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Northern Ireland's Protestant and Catholic communities. Sources also noted that the attack occurred prior to an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Sinn Fein MLA slams sectarian hate attack on Orange Hall ahead of the Twelfth,"" Belfast Telegraph, July 12, 2018.","""Street violence hits Northern Ireland towns on eve of annual marches,"" Business Insider UK, July 12, 2018.",,START Primary Collection,-9,-9,1,1,
201807120035,2018,7,12,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"07/12/2018: Assailants attacked a white transit van with a petrol bomb on Lecky Road, Bogside, Londonderry, Northern Ireland, United Kingdom. The petrol bomb failed to detonate and there were no injuries. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Vehicle,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources noted that the attack occurred the day of an annual march ""to mark the 1690 victory of Protestant King William of Orange over Catholic King James of England.""",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Appeal for information on 'shocking' video of teen throwing petrol bomb at van,"" TheJournal.ie, July 20, 2018.","""Fresh police appeal over Derry petrol-bomb attack,"" Irish News, July 20, 2018.","""Lucky escape for driver after petrol bomb thrown at van,"" Irish News, July 13, 2018.",START Primary Collection,-9,-9,1,1,
201807120044,2018,7,12,0,,United States,Florida,Miami,1.0,0,"07/12/2018: An assailant poured gasoline all around his condominium in an attempt to burn down the entire complex at 5601 Collins Avenue in Miami, Florida, United States. There were no reported casualties as authorities were able to arrest the suspect before he could start the fire. The assailant was identified as Walter Edward Stolper and authorities stated the Stolper wanted to ""burn down the building with all the f------ Jews."" Sources also noted that Nazi memorabilia, including a Santa Hitler mug, was found in his residence.",1,1,1,0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Unknown,Condominium,United States,,,,,,,,,,,Anti-Semitic extremists,,,,"According to a witness at the scene, Walter Edward Stolper, an unaffiliated individual, stated that he ""was going to burn down the building with all the f------ Jews."" Sources noted that authorities found several items of Nazi memorabilia in Stolper's residence.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Incendiary,Gasoline or Alcohol,,,,,Gasoline was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Santa Hitler mug found in home of man Florida cops say targeted Jews,"" Jpost.com (The Jerusalem Post online edition), January 17, 2019.",,,START Primary Collection,-9,-9,0,-9,
201807130027,2018,7,13,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"07/13/2018: Assailants set fire to St. Vincent school along Willowfield Drive in Belfast, Northern Ireland, United Kingdom. There were no reported injuries. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,St. Vincent School,School,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence between Northern Ireland's Protestant and Catholic communities.",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,Accelerant was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Police suspect masked gang behind ‘sectarian’ arson attack on Belfast school,"" Irish Times, July 14, 2018.","""Arson Attack At School Being Treated As Sectarian Hate Crime,"" 4NI, July 16, 2018.",,START Primary Collection,-9,-9,1,1,
201807170027,2018,7,17,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"07/17/2018: Assailants threw a pipe bomb at a house in along Bann Drive in Waterside, Londonderry, Northern Ireland, United Kingdom. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A thrown pipe bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Pipe bomb thrown at house in Londonderry,"" BBC, July 18, 2018.","""Pipe-bomb thrown at house explodes,"" Irish News, July 18, 2018.","""Couple cheat injury after pipe bomb thrown at house in Derry explodes,"" Derry Daily, July 18, 2018.",START Primary Collection,-9,-9,1,1,
201807180024,2018,7,18,0,,United Kingdom,Northern Ireland,Larne,1.0,0,"07/18/2018: Assailants threw a petrol bomb at a house in Dromaine Drive, Larne, Northern Ireland, United Kingdom. There were nor reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,A thrown petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Appeal in petrol bomb attack,"" Irish News, July 18, 2018.","""Petrol bomb attack in Larne,"" Larne Times, July 18, 2018.",,START Primary Collection,-9,-9,1,1,
201807190032,2018,7,19,0,,United States,Texas,Houston,1.0,0,"07/19/2018: Assailants set fire to the door of the Northshore Masjid Isa ibn Maryam mosque in Cloverleaf, Houston, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,1,1,1,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Northshore Masjid Isa ibn Maryam Mosque,Mosque,United States,,,,,,,,,,,Unknown,,,,,0.0,,0,1.0,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,A flammable liquid was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources noted that police were investigating the possibility that the attack may have been a prank rather than a religiously motivated incident.,"""Houston area mosque fire still a mystery as faith leaders gather in solidarity,"" KHOU, July 20, 2018.","""Arsonist targets Houston mosque shortly before morning prayers,"" NBCNews.com, July 20, 2018.",,START Primary Collection,-9,-9,0,-9,
201807200032,2018,7,20,0,,United States,California,Watsonville,1.0,0,"07/20/2018: An assailant set fire to the front of a Planned Parenthood clinic in Watsonville, California, United States. No casualties were reported but the building was damaged. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic,United States,,,,,,,,,,,Anti-Abortion extremists,,,,,0.0,,0,1.0,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,Lighter fluid was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Arsonist Who Tried to Burn Down Planned Parenthood Caught on Video,"" New York Magazine, September 10, 2018.","""FBI Offers Reward For Information on Planned Parenthood Arson Attack,"" Yahoo! Singapore, September 11, 2018.","""Arsonist sought after blaze set at Planned Parenthood in Watsonville,"" Santa Cruz Sentinel, September 7, 2018.",START Primary Collection,-9,-9,0,-9,
201807210034,2018,7,21,0,,United Kingdom,England,Exeter,1.0,0,"07/21/2018: An assailant set fire to the historic Exeter Synagogue in Exeter, England, United Kingdom. The assailant was injured in the attack. Tristan Morgan, a white extremist, claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Exeter Synagogue,Synagogue,Great Britain,,,,,,,,,,,Anti-Semitic extremists,,,,"Sources posited that Tristan Morgan, an unaffiliated individual, had previously ""made songs 'exhorting others to violence' against the Jewish community and had material that 'revelled in the degenerate views of Nazi Germany and white supremacists.'""",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Incendiary,Gasoline or Alcohol,,,,,Petrol was used in the attack.,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,,,,,,,,,,"""Police praised for 'world class investigation' of Exeter synagogue firebomb,"" ITV.com, November 15, 2019.",,,START Primary Collection,-9,-9,1,1,
201807210035,2018,7,21,0,,United States,Minnesota,Minneapolis,1.0,0,"07/21/2018: An assailant opened fire on the Minneapolis Federal Reserve Bank along Hennepin Avenue in Minneapolis, Minnesota, United States. There were no reported casualties in the assault. An Anti-Government extremist, identified as Christopher Douglas Wood, claimed responsibility for the incident. Sources noted that anti-government materials were found at the residence of the suspect.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Federal Reserve System,Bank,United States,,,,,,,,,,,Anti-Government extremists,,,,"The specific motive is unknown; however, authorities found anti-government materials at Wood's residence, including materials referencing the ""End the Fed"" movement.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Rifle/Shotgun (non-automatic),,,,,A shotgun was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Saint Paul Man Sentenced To Prison After Firing A Shotgun At The Federal Reserve Bank,"" Department of Justice Documents, May 10, 2019.",,,START Primary Collection,-9,-9,0,-9,
201807230040,2018,7,23,0,,United States,California,Oakland,1.0,0,"07/23/2018: Assailants threw an explosive device targeting police officers during a march commemorating the life of Nia Wilson along Telegraph Avenue in Oakland, California, United States. At least four police officers were injured in the blast. Police arrested a 23 year old male who admitted his involvement in the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Oakland Police Department,Officers,United States,,,,,,,,,,,Unknown,,,,,0.0,,1,2.0,2.0,1,8.0,Personal claim,,,,,Explosives,Other Explosive Type,,,,,"A thrown explosive device consisting of an M-1000 firecracker, shrapnel, and copper sheeting was used in the attack",0.0,0.0,0.0,4.0,4.0,0.0,-9,0.0,,,,,,,,,,"""Police arrest man they say carried explosives that injured Oakland officers during march honoring Nia Wilson,"" HealthBreakingNews.net, November 8, 2018.",,,START Primary Collection,-9,-9,0,-9,
201807260028,2018,7,26,0,,United Kingdom,Northern Ireland,Antrim,1.0,0,"07/26/2018: Assailants set fire to a house in Islay Street, Antrim, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,Petrol was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Family escapes arson attack in Antrim,"" BBC, July 26, 2018.","""Eight children escape injury after arson attack on Antrim house,"" ITV.com, July 26, 2018.","""Eight children, including baby, survive arson attack on home,"" News Letter, July 26, 2018.",START Primary Collection,-9,-9,1,1,
201808060021,2018,8,6,0,,United States,California,Keyes,1.0,1,"08/06/2018: Two assailants physically assaulted a Sikh civilian, identified as Surjit Singh Malhi, in Keyes, California, United States. Malhi was injured in the attack. The assailants spray painted a white nationalist symbol on the victim's truck and shouted ""you're not welcome here"" and ""go back to your country.""",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Sikh Civilian: Surjit Singh Malhi,United States,,,,,,,,,,,White supremacists/nationalists,,,,"White nationalists claimed responsibility for the incident and yelled ""go back to your country"" during the attack. Sources also noted that the assailants spray-painted a white nationalist symbol on the victim's truck.",0.0,,0,2.0,0.0,1,5.0,Note left at scene,,,,,Melee,Blunt Object,Other,,,,"A stick, a belt, and sand were used in the attack.",0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,,,,,,,,,,"""Police investigating alleged assault of California Sikh man as hate crime,"" NBCNews.com, August 7, 2018.","""'Go back to your country', 50-year-old Sikh man faces racial attack in US,"" India TV, August 6, 2018.","""Sikh man attacked in ‘despicable hate crime’ in California says ‘turban saved’ him,"" Yahoo! UK and Ireland, August 7, 2018.",START Primary Collection,-9,-9,0,-9,
201808080026,2018,8,8,0,,United States,Washington,Yelm,1.0,0,"08/08/2018: An assailant attempted to set fire to a Jehovah's Witnesses Kingdom Hall along Vail road in Yelm, Washington, United States. There were no reported casualties. First responders put out the fire, which caused damage to the external wall of the building. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Kingdom Halls of Jehovah's Witnesses,Church,United States,,,,,,,,,,,Unknown,,,,,0.0,,0,1.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,Firelogs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Possible ‘explosive device’ found after attempted arson at Kingdom Hall in Yelm,"" Q13 Fox, August 8, 2018.","""Police investigating another attack on worship hall,"" Spokesman-Review.com, August 8, 2018.","""Attempted arson, suspicious device left at Kingdom Hall in Yelm, Sheriff’s Office says,"" Tacoma News Tribune, August 8, 2018.",START Primary Collection,-9,-9,0,-9,
201808140015,2018,8,14,0,,United Kingdom,England,London,1.0,0,"08/14/2018: An assailant drove his vehicle into cyclists and pedestrians before crashing into barriers at the House of Parliament at Westminster Palace in London, England, United Kingdom. At least three people were injured in the assault. No group claimed responsibility; however, authorities arrested Salih Khater, a Sudanese immigrant, at the scene.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Great Britain,,,,,,,,,,,Unknown,,,,,0.0,,1,1.0,1.0,0,,,,,,,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,A silver Ford Fiesta was used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""London - Police probe 'terrorist' car attack outside UK parliament,"" AFP (North European Service), August 14, 2018.","""Sudanese immigrant suspected of UK Parliament car crash,"" Trend News Agency - Central Asia (English), August 15, 2018.","""Thailand: Birmingham man behind UK parliament car 'attack',"" Bangkok Post Online, August 15, 2018.",START Primary Collection,-9,-9,1,1,
